ACCESSION,NAME,TAXONOMY,ORIGIN,REPOSITORY,IMAGE,AVAILABILITY,RECEIVED,SOURCE TYPE,SOURCE DATE,COLLECTION SITE,COORDINATES,ELEVATION,HABITAT,IMPROVEMENT STATUS,NARRATIVE,NA,Var.18,Genus,Rank,Infraspecific,Species,Taxon
NA 69136,Cui 97-047,Acer davidii Franch.,"Shaanxi Sheng, China",NA,,Add to cart,1998,COLLECTED,NEAR 10/07/1997,"Shady Forest understory.  Shi Yuan Gou, Bai He Ping, Ba Du Township, Longxian County.","34.69444444, 106.82055556",1300,,WILD,,1608654,NA 69136,Acer,,,Acer davidii,Acer davidii  
NA 69862,NA 69862,Viburnum acerifolium L.,,NA,,Add to cart,1999,,,,,,,,,1953491,NA 69862,Viburnum,,,Viburnum acerifolium,Viburnum acerifolium  
NA 70391,Ames 26093,Acer saccharum Marshall subsp. nigrum (F. Michx.) Desmarais,"Iowa, United States",NA,,Add to cart,2000,COLLECTED,9/26/2000,"3 miles south of Portland on S56, 2 miles east on B43, north on gravel, then east on gravel 0.5 mile to parking on north side of road, Claybanks Forest County Conservation Area, NW 1/4 of SW 1/4 o Section 42, T96N, R19W, Cerro Gordo County.","43.08722222, -93.07305556",338,"Mixed hardwood forest of basswood, bur oak, green ash, black maple, bitternut, gooseberry, wild ginger, and poison ivy.  1 to 3% slope with a northern aspect.  Jacwin silt clay loam with good drainage.",WILD,,1603969,NA 70391,Acer,Subsp.,nigrum,Acer saccharum,Acer saccharum subsp. nigrum
NA 71218,NA 71218,Acer tschonoskii Maxim.,"Korea, North",NA,,Add to cart,2001,DONATED,11/1/2001,,,,,WILD,,1631326,NA 71218,Acer,,,Acer tschonoskii,Acer tschonoskii  
NA 71660,NA 71660,Acer pictum Thunb. ex Murray subsp. mono (Maxim.) H. Ohashi,"Magadanskaja oblast', Russian Federation",NA,,Add to cart,2002,DONATED,2/25/2002,,,,,WILD,,1892000,NA 71660,Acer,Subsp.,mono,Acer pictum,Acer pictum subsp. mono
NA 71950,NA 71950,Acer cappadocicum Gled.,"Sichuan Sheng, China",NA,,Add to cart,2002,COLLECTED,12/10/1998,Associated Taxa – Salix sp.:Lonicera trichosantha:Populus sp.,"30.01166000, 100.96305000",3105,In the open on a precipitous mountainside of woodland; shaley loam soil over a granite substrate.,,,1951917,NA 71950,Acer,,,Acer cappadocicum,Acer cappadocicum  
NA 72270,NA 72270,Acer rubrum L.,,NA,,Add to cart,2017,,,,,,,,,1953391,NA 72270,Acer,,,Acer rubrum,Acer rubrum  
NA 72371,NA 72371,Acer rubrum L.,,NA,,Add to cart,2017,,,,,,,,,1953116,NA 72371,Acer,,,Acer rubrum,Acer rubrum  
NA 72372,NA 72372,Acer rubrum L.,,NA,,Add to cart,2017,,,,,,,,,1953356,NA 72372,Acer,,,Acer rubrum,Acer rubrum  
NA 72373,NA 72373,Acer rubrum L.,,NA,,Add to cart,2017,,,,,,,,,1951588,NA 72373,Acer,,,Acer rubrum,Acer rubrum  
NA 72429,NACPEC02-041,Acer truncatum Bunge,"Shanxi Sheng, China",NA,,Add to cart,2002,COLLECTED,9/20/2002,"Shanxi Province, Qin Yuan County, Ling Kong Shan Zhen, Pinus tabuliformis national nature preserve.","36.59450000, 112.08416000",,"Oak-pine mixed deciduous forest, mesic woods; growing at top of steep gorge., slope 80 degrees, aspect Various, Growing in association with Pinus tabuliformis, Sorbus discolor, Quercus liaotungensis, Carpinus, Acer davidii, Cornus bretschneideri, Syringa, Acer ginnala, Viburnum, Euonymus., Thin, rocky",WILD,,1777426,NA 72429,Acer,,,Acer truncatum,Acer truncatum  
NA 72459,NA 72459,Acer henryi Pax,"Shanxi Sheng, China",NA,,Add to cart,2002,COLLECTED,9/25/2002,Associated Taxa – Carpinus sp.:Sinowilsonia henryi:Taxus wallichiana var. chinensis:Pteroceltis tatarinowii,"35.27766000, 112.42783000",940,"Mesic, mixed deciduous forest; seedlings growing in dry river bed; open, sunny. Growing in rocky soil.",,,1952857,NA 72459,Acer,,,Acer henryi,Acer henryi  
NA 74456,NA 74456,Acer pensylvanicum L.,"Virginia, United States",NA,,Add to cart,2003,COLLECTED,9/12/2000,Associated Taxa – Acer rubrum:Quercus michauxii:Pinus strobus:Hamamelis virginiana:Oxydendrum arboreum:Hexastylis sp.:Goodyera sp.:Buckleya distichophylla:Kalmia latifolia:Pieris floribunda:Viburnum acerifolium,"37.37818000, -80.15548000",521,"Growing in the disturbed soil created by/below the trail; south-facing but fairly shaded slope in clay with shale fragments and rock, minimal organic layer.",,,1950705,NA 74456,Acer,,,Acer pensylvanicum,Acer pensylvanicum  
NA 77386,NA 77386,Acer pictum Thunb. ex Murray subsp. mono (Maxim.) H. Ohashi,,NA,,Add to cart,2008,,,,,,,,,1952701,NA 77386,Acer,Subsp.,mono,Acer pictum,Acer pictum subsp. mono
NA 77387,NA 77387,Acer davidii Franch.,,NA,,Add to cart,2008,,,,,,,,,1950416,NA 77387,Acer,,,Acer davidii,Acer davidii  
NA 78004,NA 78004,Acer saccharum Marshall subsp. floridanum (Chapm.) Desmarais,"Alabama, United States",NA,,Add to cart,2008,COLLECTED,9/17/2008,Associated Taxa – Quercus muehlenbergii:Juniperus virginiana:Rhamnus caroliniana,,,"Edge of the open glade, on the down hill side of the open area",,,1951520,NA 78004,Acer,Subsp.,floridanum,Acer saccharum,Acer saccharum subsp. floridanum
NA 78549,AZB-2008-159,Acer velutinum Boiss.,,NA,,Add to cart,2008,COLLECTED,PRE 10/15/2008,"Ismayilli District, Topchu Village, In forest and forest clearings on private property.","40.88931000, 48.06788000",,"Carpinus forest and forest clearings, grazed heavily underneath with little low vegetation.",WILD,,1896301,NA 78549,Acer,,,Acer velutinum,Acer velutinum  
NA 78797,NA 78797,Acer cappadocicum Gled.,Georgia,NA,,Add to cart,2009,COLLECTED,9/24/2004,,"41.87569000, 43.98885000",999,,,,1951067,NA 78797,Acer,,,Acer cappadocicum,Acer cappadocicum  
NA 80058,BCJMMT-045,Acer crataegifolium Siebold & Zucc.,"Honshu, Japan",NA,,Add to cart,2011,COLLECTED,PRE 08/08/2011,"Honshu, Kanagawa Prefecture, Mt. Tanzawa, Yamakita-machi Township.","35.47913000, 139.07651000",,"In semi-shade on dry gravelly light loam on a steep west facing mountainside of open broadleaf woodland., steep (unspecified slope) slope, West",WILD,,1896448,NA 80058,Acer,,,Acer crataegifolium,Acer crataegifolium  
NA 80287,RL-11009,Viburnum acerifolium L.,"Kentucky, United States",NA,,Add to cart,2011,COLLECTED,8/27/2011,"Kentucky: McCreary County, Daniel Boone National Forest, along Yahoo Falls Road (Forest Rd. 660), between jct. with Hwy 700 and Yahoo Falls Scenic Area, Big South Fork National River and Recreation Area. Near (not exactly at) GPS coordinates.","36.76790000, -84.52105000",,,WILD,,1914120,NA 80287,Viburnum,,,Viburnum acerifolium,Viburnum acerifolium  
NA 81788,NA 81788,Acer henryi Pax,,NA,,Add to cart,2014,,,,,,,,,1952289,NA 81788,Acer,,,Acer henryi,Acer henryi  
NA 82066,JDC/VA/2014/096/598,Viburnum acerifolium L.,"Alabama, United States",NA,,Add to cart,2014,COLLECTED,9/23/2014,"Alabama: Lawrence County; William B. Bankhead National Forest, small tributary to Sipsey Fork near Cranal Road.","34.28161300, -87.40651600",199,"Growing in association with Tsuga canadensis, Cornus florida, Magnolia macrophylla, Castanea dentata, Carpinus caroliniana, Quercus alba, and Pinus sp.",WILD,Limited fruit production.  Very shaded.  Fruits black.,1922367,NA 82066,Viburnum,,,Viburnum acerifolium,Viburnum acerifolium  
NA 82309,NA 82309,Acer grandidentatum Nutt.,,NA,,Add to cart,2016,,,,,,,,,1940351,NA 82309,Acer,,,Acer grandidentatum,Acer grandidentatum  
NA 82326,NA 82326,Acer rubrum L.,,NA,,Add to cart,2017,,,,,,,,,1952000,NA 82326,Acer,,,Acer rubrum,Acer rubrum  
NA 82360,NA 82360,Acer stachyophyllum Hiern,"Shaanxi Sheng, China",NA,,Add to cart,2015,COLLECTED,9/8/1996,Associated Taxa – Quercus sp.:Spiraea sp.:Celastrus sp.:Salix sp.:Fragaria sp.:Corylus ferox var. tibetica:Lonicera sp.:Sorbaria sp.,"33.68908000, 107.86400000",2138,Growing in full sun along road edge.,,,1950381,NA 82360,Acer,,,Acer stachyophyllum,Acer stachyophyllum  
NA 83074,NA 83074,Acer saccharum Marshall subsp. skutchii (Rehder) A. E. Murray,,NA,,Add to cart,2015,,,,,,,,,1951071,NA 83074,Acer,Subsp.,skutchii,Acer saccharum,Acer saccharum subsp. skutchii
PI 131955,'150-49',Vitis acerifolia Raf.,"California, United States",DAV,,Add to cart,1981,DONATED,1/1/1981,,,,,,,1564016,PI 131955,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 230153,,Pterospermum acerifolium (L.) Willd.,India,MIA,,Add to cart,1955,DONATED,11/17/1955,,,,,,,1183237,PI 230153,Pterospermum,,,Pterospermum acerifolium,Pterospermum acerifolium  
PI 293752,1367,Acer campestre L.,Ukraine,NC7,,Add to cart,1963,COLLECTED,,"From moist riverside forest, Yalta.",,600,,WILD,"Tree to 12m high; leaves 3 to 5 lobed, turning bright yellow in fall.",1222560,PI 293752,Acer,,,Acer campestre,Acer campestre  
PI 305325,GUADALUPE 3,Solanum acerifolium Dunal,Colombia,S9,,Add to cart,1965,DONATED,4/2/1965,,,,,,,1228982,PI 305325,Solanum,,,Solanum acerifolium,Solanum acerifolium  
PI 318684,25-1-64,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1985,DONATED,3/1/1985,,,,,WILD,Formerly cited as V. longii var. microsperma.,1237142,PI 318684,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 377765,NA 35071,Acer monspessulanum L.,Montenegro,NA,,Add to cart,1973,COLLECTED,,"Mokrinj village, west Montenegro","42.48944900, 18.64722300",500,,WILD,,1502872,PI 377765,Acer,,,Acer monspessulanum,Acer monspessulanum  
PI 377771,,Acer platanoides L.,Bosnia and Herzegovina,NA,,Add to cart,1973,COLLECTED,,"Mt. Hranisava, near Sarajevo, Bosnia and Herzegovina.",,1450,,WILD,,1283004,PI 377771,Acer,,,Acer platanoides,Acer platanoides  
PI 399319,NA 66959,Acer platanoides L.,Bosnia and Herzegovina,NA,,Add to cart,1975,COLLECTED,,"Mt. Visocica, Bosnia + Herzegovina",,1450,,WILD,,1300622,PI 399319,Acer,,,Acer platanoides,Acer platanoides  
PI 477992,T 5645,Acer tataricum L. subsp. ginnala (Maxim.) Wesm.,Canada,NA,,Add to cart,1983,COLLECTED,Sep-68,,,,,CULTIVATED,"Collected by S. Dronen. Multiple use conservation plant: shelterbelts, wildlife  cover, ornmental. Winter hardy. Drought tolerant.",1372928,PI 477992,Acer,Subsp.,ginnala,Acer tataricum,Acer tataricum subsp. ginnala
PI 479254,JH-391-82,Acer carpinifolium Siebold & Zucc.,"Totigi, Japan",NA,,Add to cart,1982,COLLECTED,10/15/1982,"Mt Idzura, near shrine of Idzura-Kam-non-Son, Tochigi-shi","36.38333100, 139.73333700",150,,WILD,"Honshu. Tree deciduous, small, 9m tall. Branches wide spreading. Bark smooth, dark gray. Samaras light green. Growing in woodland above stream on a ledge under Crytomeria japonica.",1374190,PI 479254,Acer,,,Acer carpinifolium,Acer carpinifolium  
PI 479267,NA 51105,Acer pictum Thunb. ex Murray subsp. mayrii (Schwer.) H. Ohashi,Japan,NA,,Add to cart,1982,COLLECTED,9/18/1982,"Shari National Forest, Utoro, Shari-machi, Shari-gun, Hokkaido","44.05000000, 145.00000000",200,,WILD,"Snow cover 2m. Tree deciduous, 11m. Leaves bright green above, dull, lighter beneath but shiny, reddish petioles. Fruit somewhat erect on brownish twigs. Growing on rocky bank of stream with trees. Seed from 2 trees.",1374203,PI 479267,Acer,Subsp.,mayrii,Acer pictum,Acer pictum subsp. mayrii
PI 556005,Ribes howellii BL-87-2,Ribes acerifolium Howell,"Washington, United States",COR,,Add to cart,1985,COLLECTED,8/11/1985,"Olympic Nat'l Forest, in open woodland along Hurricane Ridge","47.83333333, -123.50000000",1460,,WILD,"Fruit just starting to ripen, small population sample. (This accession was part of the PL,SD 'breakout' - 1992)",1450977,PI 556005,Ribes,,,Ribes acerifolium,Ribes acerifolium  
PI 556006,R. howellii LH 37-2,Ribes acerifolium Howell,"Idaho, United States",COR,,Add to cart,1989,COLLECTED,Aug-89,"Coeur d'Alene Nat'l Forest, Revett Lake, along trailsides","47.50000000, -116.00000000",1585,,WILD,Population collection. A currant that grows along the trail,1450978,PI 556006,Ribes,,,Ribes acerifolium,Ribes acerifolium  
PI 560322,TU85-018-03,Acer tataricum L. subsp. tataricum,"Hakkâri, Turkey",NA,,Add to cart,1986,COLLECTED,7/16/1985,"On steep slopes of pure scree, 3km W on road to Doganci, 26km N of Hakkari, Hakkari Province.","37.66666667, 43.86666667",1490,,WILD,"Tree about 3m tall. Leaves not lobed. Samara peach colored. Associated plants: Celtis, Rhamnus, Prunus, Lonicera, Amygdalus, Pistacia, Quercus, Juniperus, and Acer monspessulanum. Sperling Herbarium Voucher no. 6771",1455294,PI 560322,Acer,Subsp.,tataricum,Acer tataricum,Acer tataricum subsp. tataricum
PI 583790,'Sun Valley',Acer rubrum L.,"District of Columbia, United States",NA,,Add to cart,1994,DEVELOPED,1982,,,,,CULTIVAR,"Produces only male flowers; no fruit. Significant level of tolerance to potato leafhopper. Crown symmetrical, ovate with leaves (average 97mm long x 96mm wide) that show a brilliant red color in autumn. Summer leaf color green. Bark light gray and smooth when young, gradually becoming dark gray and fissured into long scaly ridges. Adaptable from USDA zones 4 through 7. Easily propagated by softwood cuttings. Excellent street, lawn, highway, or park trees. Especially useful as shade trees for residential properties.",1478765,PI 583790,Acer,,,Acer rubrum,Acer rubrum  
PI 588141,GV 21-46-11,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1985,DONATED,3/1/1985,,,,,WILD,Female. Blooms very early. Small blue berries.,1003642,PI 588141,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588144,GV 21-46-15,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1985,DONATED,3/1/1985,,,,,UNCERTAIN,"Female. Small, blue berries.",1003715,PI 588144,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588324,GV 24-10-169,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1987,DONATED,1/1/1987,,,,,WILD,Probably duplicate of GVIT 154 - small blue berry. Originally came in as V. longii.,1007293,PI 588324,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588325,GV 24-10-165,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1987,DONATED,1/1/1987,,,,,WILD,Probably duplicate of GVIT 158 - small blue berry. Originally came in as V. solonis.,1007299,PI 588325,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588378,DVIT 1148,Vitis acerifolia Raf.,"California, United States",GEN,,Add to cart,1987,DONATED,3/10/1987,,,,,WILD,Virus free. Small blue berries.,1008066,PI 588378,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588393,GVIT 702,Vitis acerifolia Raf.,United States,GEN,,Add to cart,1987,DONATED,3/10/1987,,,,,WILD,,1008196,PI 588393,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588442,GVIT 780,Vitis acerifolia Raf.,"Oklahoma, United States",GEN,,Add to cart,1987,COLLECTED,1/1/1987,,,,,WILD,"Old vine. Looks like V. longii, (acerifolia).",1008792,PI 588442,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588448 .c,TX 3289,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,5/1/1987,,,,,WILD,5 seedlings in W2 in 1989. (longii).,1691708,PI 588448 .c,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588448 .e,TX 3289,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,5/1/1987,,,,,WILD,5 seedlings in W2 in 1989. (longii).,1691710,PI 588448 .e,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588449 .a,TX 3291,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,5/1/1987,,,,,WILD,1 seedling in W2 in 1989. (longii).,1691716,PI 588449 .a,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588458 .d,GVIT 827,Vitis acerifolia Raf.,"Oklahoma, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 827 cuttings.,1691747,PI 588458 .d,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588458 .f,GVIT 827,Vitis acerifolia Raf.,"Oklahoma, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 827 cuttings.,1691749,PI 588458 .f,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588458 .i,GVIT 827,Vitis acerifolia Raf.,"Oklahoma, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 827 cuttings.,1691752,PI 588458 .i,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588459 .b,Texas 2,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 828.,1691770,PI 588459 .b,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588459 .u,Texas 2,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 828.,1691777,PI 588459 .u,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588459 .w,Texas 2,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1987,DONATED,8/18/1987,,,,,WILD,From same location as GVIT 828.,1691775,PI 588459 .w,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 588646,GVIT 1300,Vitis acerifolia Raf.,"Texas, United States",GEN,,Add to cart,1989,DONATED,4/10/1989,,,,,WILD,,1012781,PI 588646,Vitis,,,Vitis acerifolia,Vitis acerifolia  
PI 595930,'Red Rocket',Acer rubrum L.,"District of Columbia, United States",NA,,Add to cart,1996,DEVELOPED,,,,,,CULTIVAR,"Produces only male flowers; no fruits. Superior tolerance to the potato leafhopper. Crown strongly columnar filled with dense canopy of large (92mm long x 108mm wide) leaves that show spectacular red autumn color. With its columnar habit, could be used effectively as a tree for windbreak, shelterbelt, or screening purposes. Summer leaf color green. Bark light gray and smooth when young, gradually becoming dark gray and fissured into long scaly ridges. Successfully grown in Alabama, Georgia, Illinois, Iowa, Kansas, Maryland, Maine, Michigan, Minnesota, New Jersey, North Carolina, Ohio, Oregon, and Tennessee. Tolerates extremely cold temperatures represented by USDA Zone 3. Adaptable from USDA Zone 3 through 8, with slower growth occurring in Zones warmer than Zone 5. Tends to grow more rapidly in northern areas. Excellent lawn, street, highway, or park trees. Useful as shade tree for residential properties.",1533574,PI 595930,Acer,,,Acer rubrum,Acer rubrum  
PI 667508,RWCF  6,Zinnia acerosa (DC.) A. Gray,"Nuevo León, Mexico",OPGC,,Add to cart,1993,COLLECTED,9/30/1993,"Roadside ditch, clay soils. Assoc Larrea, Opuntia, Solidago. 3.6 km E San Roberto on Mex Hwy 58.","24.68333333, -100.23333333",1870,,WILD,"Rays 5, white, disks yellow to brown. Population large, scattered, sampled ca. 12 plants.",1086660,PI 667508,Zinnia,,,Zinnia acerosa,Zinnia acerosa  
PI 667509,RWCF 58,Zinnia acerosa (DC.) A. Gray,"Zacatecas, Mexico",OPGC,,Add to cart,1993,COLLECTED,10/13/1993,"Dry roadside, gravelly soil. Assoc. Ambrosia, Dalea, Tagetes, Oenothera, misc composites. E side of Mex Hwy 54 ot Concepcion del Oro @ inters. rd to Chupaderos. Near Chupaderos.","23.20000000, -102.35000000",1950,,WILD,"Rays 5, white, disks yellow. Population large, scattered, sampled ca. 40 plants. Location coordinates estimated.",1086665,PI 667509,Zinnia,,,Zinnia acerosa,Zinnia acerosa  
PI 91522,NA 576,Acer truncatum Bunge,"Liaoning Sheng, China",NC7,,Add to cart,1931,DONATED,2/11/1931,,,,,CULTIVATED,"Identified the same as PI 91423, purchased from the Chugai Shokubutsu Yen, Yyamamoto, Kawabegun, near Kobe.  NPGS received January 20, 1931. Described as a tree up to 40' high with striped bark, glaucous branchlets, 3-lobed, doubly serrate leaves 3 to 5"" long, rusty tomentose on the veins beneath when young.  The flowers are borne in upright, rusty pubescent racemes, and the wings of the fruits spread nearly at right angles. It is native to Japan.",1124989,PI 91522,Acer,,,Acer truncatum,Acer truncatum  
W6 27041,GSENM-053,Oxytenia acerosa Nutt.,"Utah, United States",W6,,Add to cart,2005,COLLECTED,10/4/2002,Colorado Plateau. Kane County. 3km north of Bigwater. Just north of Fish Hatchery where road crosses Wahweap Creek. On south side of creek.,"37.10639000, -111.68611000",381,"Wide flat floodplain. Shrub dominated riparian with Tamarix chinensis, Elaeagnus angustifolia, Chrysothamnus nauseosus, Pluchea sericea, Scirpus pungens, Distichilis spicata.",WILD,Shrub 0.9-1.2 meters tall.,1674078,W6 27041,Oxytenia,,,Oxytenia acerosa,Oxytenia acerosa  
