SPECIES,PROVINCE,PROVENANCE,LOCALITY,latitude,longitude,GARDEN_CODE,INSTITUTION,total_accessions,total_accessions_BG_or_G,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province
Abies balsamea,Newfoundland and Labrador,NA,Noel Paul Brook,48.53333,-56.61666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,38,0,34,0
Abies balsamea,Newfoundland and Labrador,NA,Bay d'Espoir,47.66667,-55.51667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,38,0,34,0
Abies balsamea,Nova Scotia,NA,Bear River,44.58333,-65.66666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Pleasant Valley,45.66667,-62.03333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Mill Stream,45.45,-62.65,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Shell Camp Lake,44.83333,-64.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Shell Camp Lake,44.83333,-64.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Lower North Grant,45.68333,-62,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,North Grant,45.68333,-62.03333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Williamsdale,45.6,-63.9,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,West River Station,45.45,-62.88334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Granville Ferry,44.75,-65.46667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Carleton,44.01667,-65.93333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,North River,46.41667,-60.76667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,French River,45.56667,-62.43333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Onslow Mountain,45.41667,-63.3,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Shell Camp Lake,44.83333,-64.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Spar Lake,45.08333,-62.38334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Shell Camp Lake,44.83333,-64.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,McKenzie Road,46.36666,-60.8,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Hot Spot Road,46.41667,-60.76667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,North Grant,45.63334,-62.06667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Woodfield,45.53333,-62.41667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Loud Lake,44.5,-65.66666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Bishop Mountain,45.03333,-64.98333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Woodfield,45.51667,-62.38334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,North Range,44.5,-65.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Pleasant Valley,45.68333,-62.06667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Nova Scotia,NA,Irwin Lake,45.3,-63.35,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,82,3,65,1
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,collected directly from wild; origin known,from wild area,45.115229,-79.575698,4,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.41666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",46.32827319,-79.37864484,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.41666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"AMABEL TOWNSHIP, 2KM N SOUTHAMPTON,GRAVELLY SAND,17 4792 49490 41A11",44.69407105,-81.26251494,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.41666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Misery Bay Provincial Park,45.798869,-82.728344,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",46.32827319,-79.37864484,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"KILLARNEY, BELL L RD, NEAR LAKE OF THE WOODS",46.107579,-81.199124,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",46.32827319,-79.37864484,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",46.32827319,-79.37864484,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"LINDSAY TOWNSHIP, 4KM N CLARKE'S CORNERS, SAND, 17 4698 49893 41H3",45.05651427,-81.38355159,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,0.5KM S EDEN MILLS,43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Ottawa,45.41667,-75.56667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"5KM N NORTH BAY, HWY 63, 17 6248 51318 31L/6",46.32827319,-79.37864484,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Kettle Lakes Provincial Park,48.568977,-80.866818,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"Maggie Lake, Western Uplands trail, Algonquin Park",45.490419,-78.869272,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.98333,-77.46667,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"PUSLINCH TOWNSHIP, ""LITTLE TRACT"" MIXED WDS, 17 5603 48124 40P/8",43.46208063,-80.25458956,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,Bala?,45.015948,-79.615278,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,NA,Petawawa Research Forest,45.96667,-77.4,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Ontario,W,"EDEN MILLS, CAMP EDGEWOOD",43.574878,-80.140764,1,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,137,13,91,5
Abies balsamea,Prince Edward Island,NA,Marie,46.4,-62.65,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Abies balsamea,Prince Edward Island,NA,Mermaid,46.26667,-63.03333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Abies balsamea,Prince Edward Island,NA,Mount Albion,46.23333,-62.95,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,45,0,38,0
Abies balsamea,Quebec,NA,Rivi�re-Bleue,47.56667,-69,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,W,Canada: Québec: Parc du Mont Tremblant. s.n. 1 Jul 2004.,46.266219,-74.517457,2,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,Rivi�re-Cap Chat,48.7,-66.85,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,W,Canada: Québec: St-Jérôme.,45.782147,-74.029266,2,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,Rivi�re-Bonaventure,48.25,-65.41666,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,Scotstown,45.43333,-71.3,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,W,Canada: Québec: St-Jérôme.,45.782147,-74.029266,2,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,Lac-Rouillard,48.08333,-77.83334,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,Lac-Girard,45.68333,-75.53333,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,W,"Canada: Québec: Durham-sud, cté de Drummond. s.n. 25 May 2000.",45.66073,-72.340952,2,BG,225,96,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
Abies balsamea,Quebec,NA,St-Joseph,46.33333,-70.9,PGRC,G,225,129,Fir,Abies,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,112,2,86,2
